objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Paleo: A New Beginning","342501","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","105088234","6.24869","8.24644","3.2","0","5955","thing","Paleo: A New Beginning","2","4","60","60","45","2021","1,2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Paleovet","328643","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","112804359","5.57361","7.11434","1.8333","10778","313","thing","Paleovet","1","4","60","60","30","2023","3","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Palm Island","239464","4.5","1","0","0","0","0","0","0","0","0","0","1","","","","","","67498372","6.63097","7.06833","1.7545","1022","15464","thing","Palm Island","1","2","15","15","15","2018","1,2","1","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Palm Trees","270957","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","63570983","5.50425","6.01824","1","23731","156","thing","Palm Trees","2","6","20","0","20","2019","1,2,3","1,2,3","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Pampero","304510","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","110773496","6.16661","7.48243","3.914","2313","2570","thing","Pampero","1","4","150","150","60","2024","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Pan Am","303057","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","80221339","7.02962","7.52945","2.4139","457","16734","thing","Pan Am","2","4","60","60","60","2020","2,3,4","3,4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Panchayat","376029","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","107808986","5.52428","7.94872","1.75","17656","59","thing","Panchayat","1","4","45","45","25","2023","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Panda Panda","400113","0","1","0","0","0","0","0","1","0","0","0","3","","","","","","121004383","5.81167","6.71577","1.0714","4547","1959","thing","Panda Panda","2","4","15","15","15","2023","2,3,4","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Panda Party","388929","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","113280908","0","6.98571","1","0","22","thing","Panda Party","3","6","45","45","15","2023","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Panda Royale","398996","7.7","1","0","0","0","1","1","1","0","0","1","1","","","","","","130175465","5.88958","7.323","1.125","3862","1410","thing","Panda Royale","2","10","30","30","20","2024","3,4,5,6,7,8,9,10","5,6","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Panda Spin","417323","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","123164399","6.05016","7.0796","2.0571","2853","2353","thing","Panda Spin","2","5","40","40","25","2024","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Pandemic","30549","6","2","3","1","0","0","0","0","0","0","0","3","#large","Cooperative","","","","53698159","7.41062","7.51938","2.3952","165","220080","thing","Pandemic","2","4","45","45","45","2008","1,2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","681706711003","26.58","USD","","","2017-05-27","Walmart","1","Assumption: Same Day Pickup","","2017-05-27","","","",""
"Pandemic Legacy: Season 2","221107","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","87008223","7.69857","8.01807","3.2456","70","34320","thing","Pandemic Legacy: Season 2","2","4","60","60","60","2017","2,3,4","4","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Pandemic: Rapid Response","280789","6","2","0","0","0","0","0","0","1","0","0","1","","","","","","66786851","6.0771","6.55437","2.125","2712","9352","thing","Pandemic: Rapid Response","2","4","20","20","20","2019","2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","12.56","USD","","","","Target","1","","","","","","",""
"Pandemic: The Cure","150658","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","55043030","6.91383","7.23356","2.0645","596","17760","thing","Pandemic: The Cure","2","5","30","30","30","2014","1,2,3,4,5","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","27.99","USD","","","2019-04-24","Walmart","1","","","2019-05-03","","","",""
"Pandoria","248167","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","97302553","5.78452","6.73729","2.5","4866","1033","thing","Pandoria","2","4","120","120","90","2018","2,3,4","2,3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Panic on Wall Street!","104581","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","59091724","6.10407","6.98423","1.6733","2590","2020","thing","Panic on Wall Street!","3","11","45","45","30","2011","5,6,7,8,9,10,11","7,8,9,10,11","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Panorama","352293","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","106499307","5.54638","6.3442","1.5","13408","416","thing","Panorama","1","6","20","20","20","2021","3,4","3","10+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Pantareï","189830","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","88542473","5.55351","6.92319","1.5","12527","266","thing","Pantareï","2","2","10","10","10","2014","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Papageno","299573","0","0","0","0","0","0","0","1","1","0","0","3","","","","","","100806455","5.58748","6.44068","1","9867","757","thing","Papageno","2","5","15","0","15","2020","2,3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","8.76","USD","","","2022-11-27","Target","1","","","2022-12-13","","","",""
"Papayoo","73365","6","2","0","0","0","0","0","1","0","0","0","3","","","","","","73734200","5.6478","6.08645","1.0741","7358","1198","thing","Papayoo","3","8","30","30","30","2010","4,5,6,7,8","4,5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Paper App Dungeon","329613","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","118856401","5.52784","5.83323","1.4","16749","1084","thing","Paper App Dungeon","1","1","90","90","5","2024","1","1","8+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Paper Dungeons: A Dungeon Scrawler Game","291962","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","94407507","6.43001","7.12513","2.1233","1471","7826","thing","Paper Dungeons: A Dungeon Scrawler Game","1","8","30","30","30","2020","1,2,3,4,5,6","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Paper Safari","39534","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","64121953","5.74699","6.74185","1.2","5355","1436","thing","Paper Safari","2","5","30","30","30","2008","3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Paper Tales","217861","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","56108093","6.54767","7.01589","2.1765","1177","7983","thing","Paper Tales","2","5","30","30","30","2017","2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Paper Trail","383120","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","118647895","5.51016","8.12308","2","21903","69","thing","Paper Trail","2","5","45","45","45","2024","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Paper World","429020","6","9","0","0","0","0","0","1","0","0","1","1","","","","","","124449343","5.55582","6.06358","1.8","12277","214","thing","Paper World","2","4","15","15","15","2025","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Papua","255034","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","67499269","5.6492","6.56116","2.7826","7320","927","thing","Papua","2","4","75","75","75","2018","2,3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Parade","56692","4","2","0","0","0","0","0","0","1","0","0","3","","","","","","93768362","6.66246","7.00028","1.4583","959","12651","thing","Parade","2","6","45","45","45","2007","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","","","2022-06-14","Facebook Marketplace","1","Top ten filler recommendation","","2022-06-14","","","",""
"Paradisio","94338","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","103254963","5.52591","6.10446","1.3333","17218","278","thing","Paradisio","1","2","15","15","15","2010","2","2","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Paradox Initiative","332614","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","80132655","0","5.39737","0","0","38","thing","The Paradox Initiative","1","4","90","90","30","0","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Paranormal Detectives","280136","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","77503645","6.27099","6.94544","1.6596","1920","6149","thing","Paranormal Detectives","2","6","50","50","30","2019","3,4,5,6","4,5","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Paris","282954","6.7","2","0","0","0","0","0","1","0","0","0","3","","","","","","69716308","6.46471","7.21107","2.7404","1373","5995","thing","Paris","2","4","90","90","90","2020","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Paris Connection","75358","7.5","8","0","1","0","0","0","0","0","0","0","3","#large","","","","","77706829","6.1815","6.65844","1.816","2256","3703","thing","SNCF: France & Germany","3","6","30","30","30","2010","3,4,5,6","4","10+","No necessary in-game text","","0","","","","standalone","","15","USD","","","2023-03-11","BGG","1","","","2023-03-11","","","",""
"Paris: Eiffel","331654","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","85743882","5.78141","7.48579","2","0","2466","thing","Paris: Eiffel","2","2","30","30","20","2021","2","2","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Paris: La Cité de la Lumière","276498","6.75","6","0","0","0","0","0","0","1","0","0","1","#medium","","","","","80917687","6.70362","7.23474","2.0136","889","12650","thing","Paris: La Cité de la Lumière","2","2","30","30","30","2019","2","2","8+","No necessary in-game text","","","","","","standalone","","12.5","USD","","","2022-02-21","Black & Read","1","Sold for 15 BGG VFM","","2022-02-21","","","",""
"Park Life: People","414944","0","0","0","0","0","0","0","1","0","0","1","4","","","","","","122928250","5.54878","6.49488","2","13081","236","thing","Park Life: People","1","4","30","30","30","2024","1","1","","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Parkade","386102","5","1","1","0","0","0","0","0","1","0","0","3","","","","","","110251977","5.48657","5.28098","1","27265","400","thing","Parkade","3","13","15","15","5","2023","4,5,6,7,8,9,10,11,12","5","8+","","","","","","","standalone","","","","","","2024-11-15","BGG","1","","","2024-11-15","","","",""
"PARKS","266524","6.5","5","3","1","0","0","0","0","1","0","0","1","#large","Track Movement","","","","75450624","7.40915","7.62948","2.1195","168","52154","thing","PARKS","1","5","60","60","30","2019","1,2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","850003498041","24.99","USD","","","2022-12-27","Barnes & Noble","1","First Buy: Oct 2020 (29.10), Second Buy: June 2021 (28.19), Feb 2022 for 30.01","","2022-12-27","","","",""
"Parks (Second Edition)","437306","0","0","0","0","0","0","0","1","0","0","1","4","","","","","","128583937","6.12988","7.88684","2.3462","2478","2296","thing","Parks (Second Edition)","1","5","60","60","30","2025","1,2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
